#SampleID,sequences_split_libraries,observations_closed_ref_greengenes,observations_closed_ref_silva,observations_open_ref_greengenes,observations_deblur_90bp,observations_deblur_100bp,observations_deblur_150bp
864.5.CON.addV.noG.noW.B.lane2.NoIndex,28296,24617,25301,28108,18685,18329,13780
889.25May.1,22858,15828,16509,19547,11191,11082,9107
889.25May.2,21293,14456,15058,18294,10468,10339,8603
889.25May.3,16902,11631,12002,14645,8372,8217,6582
889.25May.4,17365,11215,11768,14465,8174,8080,6505
889.26May.1,20835,14491,15027,18044,10309,10168,8473
889.26May.2,17447,11997,12397,14909,8303,8191,6846
889.26May.4,16442,10429,10955,13619,7601,7507,5996
894.UY1359.lane5.NoIndex.L005,44903,15849,20449,44230,28844,28251,17605
894.OR360.lane3.NoIndex.L003,24369,18211,19377,23886,11620,10258,5287
894.SV1387.lane5.NoIndex.L005,46217,38915,39533,45874,26585,26320,19341
894.SL863.lane3.NoIndex.L003,29590,25701,25957,29222,15792,13298,6765
894.UY792.lane3.NoIndex.L003,27267,22490,23356,26879,14686,12301,5917
894.OS604.lane3.NoIndex.L003,18522,15886,17279,18349,11383,9445,5315
894.YY974.lane5.NoIndex.L005,37657,35212,35543,37362,22456,21848,13485
894.F1462.lane5.NoIndex.L005,46361,37516,37927,46133,25772,25218,17805
895.Puhimau.mat.2,60997,23182,27923,60029,43956,42039,29550
895.Puhimau.mat.3,50191,11410,17831,49573,39248,37901,26727
895.Puhimau.soil.1,42899,34042,39838,42502,34304,33320,21371
895.Puhimau.soil.2,53523,46703,48945,52980,42340,40957,27598
895.Puhimau.soil.3,49973,32849,40659,49418,37704,36391,23806
905.Gullmarsfjord.stations4,74433,72361,72422,74137,60257,59442,50181
905.Alsback.4to4.5cm,80107,73274,73935,79412,57009,56129,46266
905.Alsback.0.5to0.75cm,64086,61215,61363,63825,50320,49484,40837
905.Alsback.0to0.25cm,66613,61827,63633,66313,49557,48729,36649
905.PLO6.t2.ANOX.0to1cm.1,69973,53111,55928,67927,35115,35223,25894
905.PLO6.t2.OX.0to1cm.2,76558,57281,60032,74150,38663,38546,28112
905.PLO6.t2.OX.0to1cm.1,74250,54556,57290,71729,36438,36747,26955
905.PLO6.t0D,74574,56376,59459,72551,38280,38230,27742
905.PLO6.t2.OSCOX.0to1cm.3,89023,62320,65600,85356,40772,40520,30273
905.PLO6.t2.OSCOX.0to1cm.2,75924,55461,58454,73546,36394,36528,28460
905.PLO6.t2.OSCOX.0to1cm.1,81461,58520,61238,78356,39249,38842,28682
905.PLO6.t3.ANOX.0to1cm.3,60574,43497,45754,58314,29532,29273,20980
905.SA.Station.4.tF,56529,52009,53397,55775,37752,37136,28560
905.SA.Station.3.t0,81360,62069,64121,77216,42974,43438,31848
905.SA.Station.7.tF,86396,67615,70300,83649,45968,45551,33672
905.SA.Station.7.t0,79447,63000,65793,77259,42811,42404,32341
910.AcrC6,69178,67010,67446,68879,56069,55180,46445
910.AcrC48,54387,53840,53893,54200,46184,45560,38407
910.AcrIFN,66607,65133,65360,66213,55347,54616,46549
910.AcrAB,68605,68165,68211,68403,58959,58166,49330
910.AcrHS,69649,67389,67864,69358,56451,55330,46991
910.AcrTA4,24924,23893,23663,24702,18188,17970,15316
910.AcrTA3,81043,71351,71420,75258,54590,53105,41747
910.AcrTA2,69513,65785,66033,68991,55255,54326,45957
910.AcrTA1,70587,65289,65494,70008,54872,53582,44620
910.PorTA3,27155,15999,15992,26207,12136,11999,10268
910.PocTA3,57333,55965,56079,56992,44671,43939,36627
910.PocTA2,43987,43010,43174,43829,37673,37329,31873
910.PocTA1,19756,18919,18890,19635,15399,15280,13127
910.AcrLT4,62036,59812,60107,61673,49828,49065,41125
910.AcrLT3,51432,18537,18597,22784,15580,15328,12748
910.AcrLT2,66054,50413,50731,54452,42284,41606,34307
910.AcrLT1,67175,64933,65419,66855,55323,54359,45812
910.PorLT3,39207,29122,29019,38251,22347,22076,18828
910.PorLT1,34817,29385,29416,34235,21928,21508,18157
910.PocLT2,31954,30456,30590,31707,25066,24830,21235
910.PocLT1,58258,57350,57457,58084,46846,45924,38827
910.CuracaoHypoxia6,92128,88032,88661,91059,73831,72449,60034
910.CuracaoHypoxia5,48516,46309,46711,47716,37253,36300,29625
910.CuracaoHypoxia4,108692,104200,105580,108338,90760,89229,74723
910.CuracaoHypoxia3,59037,52506,52911,56681,46762,46059,38425
910.CuracaoHypoxia2,66772,64272,64414,65726,50837,49763,40782
910.CuracaoHypoxia1,77952,75150,75859,77575,64359,63066,52916
910.CuracaoCCA5C,95956,91754,93015,95628,79631,78029,65511
910.CuracaoCCA5B,85563,83012,83506,85199,69955,68704,57563
910.CuracaoCCA4C,153078,146786,148143,152452,126523,123961,105950
910.CuracaoCCA4B,30941,27868,28154,29587,22562,22100,18527
910.CuracaoCCA4A,61859,57752,57780,58630,47449,46685,39204
910.CuracaoCCA3C,40596,39435,39554,40447,33036,32365,27035
910.CuracaoCCA2C,75108,71602,70998,74756,59082,58093,48187
910.CuracaoCCA2B,90094,86472,86570,89585,68939,67512,52079
910.CuracaoCCA2A,60533,58580,58923,60309,49685,48869,41034
910.CuracaoCCA1C,122315,117442,118622,121795,98556,96517,80510
910.CuracaoCCA1B,16144,15663,15714,16059,13566,13381,11279
910.CuracaoCCA1A,82383,31071,31254,33959,27407,26914,22354
910.CuracaoTurf8B,108209,82743,82938,84912,66016,64663,52947
910.CuracaoTurf7B,100981,21682,21771,85694,21785,21474,18281
910.CuracaoTurf6B,108283,68204,69961,95907,77540,75629,62635
910.CuracaoTurf5C,61971,59851,60015,61632,49009,48097,40359
910.CuracaoTurf5B,111306,94841,97045,109100,85908,83716,68609
910.CuracaoTurf5A,43151,41441,41600,42678,34240,33620,28077
910.CuracaoTurf4C,96795,86059,86148,96358,76624,75379,63050
910.CuracaoTurf4B,74715,46726,46992,53658,43303,42620,35559
910.CuracaoTurf4A,67365,64924,65372,66917,54692,53757,45044
910.CuracaoTurf3C,44619,43290,43402,44343,35091,34533,28683
910.CuracaoTurf3B,66726,63479,63885,66392,54571,53653,44814
910.CuracaoTurf2C,119979,115158,114789,119290,92841,92079,76829
910.CuracaoTurf2B,95675,80555,81096,94511,67494,66124,55204
910.CuracaoTurf2A,117989,112905,114055,117550,96279,94416,80448
910.CuracaoTurf1C,131212,126662,127469,130816,107555,105272,88202
910.CuracaoTurf1B,84433,80100,80633,83834,68295,67058,56330
910.CuracaoTurf1A,94498,88745,89302,92016,73479,72302,60956
925.SJ3y,16696,10146,14987,16601,7111,0,0
925.SJ1y,16888,14035,14754,16761,8563,0,0
925.SH5x,14713,13421,13879,14520,6914,0,0
925.SH4y,15371,14090,14542,15313,6911,0,0
925.SH2x,15968,13809,14331,15886,7935,0,0
925.SG4y,14516,13173,13676,14391,6835,0,0
925.SF4z,12640,10650,11060,12165,5444,0,0
925.SF1x,15306,14630,14686,15148,10479,0,0
925.SE2y,17596,14471,15409,17375,8028,0,0
925.SC2y,24662,19039,21476,24430,11722,0,0
925.SA2z,30541,21888,25154,30290,15886,0,0
925.IO4x,41362,20085,25568,39145,21140,0,0
925.IO3x,22814,14449,15206,21637,9635,0,0
925.IN5y,39376,23115,28300,36829,16828,0,0
925.IN3y,27730,15712,16766,24669,12594,0,0
925.IM5x,25212,21161,22482,24821,11626,0,0
925.IM1z,14534,11520,12464,14376,8592,0,0
925.IJ5y,14419,10030,12637,14344,7751,0,0
925.IJ3z,16438,11205,11934,15987,8593,0,0
925.IJ1x,19436,13971,14667,18254,10010,0,0
925.IH4z,14067,11939,12883,13902,5850,0,0
925.IH2x,14049,10580,11128,13239,5887,0,0
925.IG5y,12758,11250,11937,12682,5470,0,0
925.IG2y,15628,12220,12872,15383,8234,0,0
925.IG1z,15902,10817,11764,15685,9664,0,0
925.IF5z,13799,12367,13006,13504,6556,0,0
925.IE4z,15326,11638,12287,15150,7930,0,0
925.ID5y,13935,12214,13039,13718,5757,0,0
933.Lu225,211779,140841,145157,209686,100896,86524,0
933.Lu229,182055,123744,125888,180952,89064,73758,0
933.BuF,191275,126752,135045,188112,86645,79706,0
933.W.1.2.S.E.3,181482,153664,156700,180630,91092,84894,0
933.W.1.2.H.E.1,83027,64975,65348,82613,43993,40637,0
933.Phylospora.comosa.2.4,72819,58895,60967,71227,39967,36201,0
933.Phylospora.comosa.1.5,100961,77005,79669,99044,55777,50129,0
933.W.3.2.H.E.1,257310,155824,172993,254391,113217,108896,0
933.W.3.1.S.E.3,211995,145030,153575,210172,93766,90496,0
933.W.3.1.S.E.2,193990,151502,156952,192787,95803,91189,0
933.W.3.1.H.E.1,122109,97254,99159,121424,59201,56658,0
933.W.2.2.S.E.5,169701,128424,132045,167305,83468,77617,0
933.W.2.2.S.E.2,202619,155368,155519,201272,99096,87464,0
933.W.2.2.H.E.3,211790,147831,157674,209444,95305,91618,0
933.W.2.1.H.E.4,183064,142451,138295,182322,99252,91600,0
933.T.3.3.H.P.4,216389,166348,177141,215557,112061,106661,0
933.T.3.3.H.P.1,219038,162650,178409,218033,112269,105631,0
933.T.3.3.S.E.5,211003,142834,151252,209193,99954,96066,0
933.T.3.3.S.E.2,164557,124911,133109,163078,77282,74197,0
933.T.3.3.H.E.5,213954,166993,174334,213081,112441,107318,0
933.T.3.2.S.E.5,184958,138997,147080,183697,87904,83453,0
933.T.3.2.S.E.3,195458,152237,157835,194238,92279,86817,0
933.T.3.2.H.E.5,193158,155615,163558,189954,92186,86876,0
933.T.3.2.H.E.2,188058,150530,158371,184458,87651,82313,0
933.T.3.1.H.P.5,187189,130177,138424,183749,99548,92979,0
933.T.3.1.H.P.4,186715,123255,131022,184535,103425,96291,0
933.T.3.1.S.E.4,226405,169258,182362,221043,100148,93825,0
933.T.3.1.H.E.5,193410,150871,158132,188418,93046,85128,0
933.T.3.1.H.E.3,181906,144021,152780,178307,87860,80684,0
933.T.2.3.S.E.5,189292,155025,161184,188094,90513,84682,0
933.T.2.3.S.E.3,210518,153865,159319,208689,97044,92019,0
933.T.2.3.H.E.3,215442,148511,156608,214022,104023,100304,0
933.T.2.2.H.P.4,162151,115950,123577,159685,80903,75465,0
933.T.2.2.S.E.2,190938,160780,163803,189737,96775,90213,0
933.T.2.2.H.E.4,233085,179315,187096,231862,114187,108493,0
933.T.2.2.H.E.2,192028,157053,163937,191011,98191,87760,0
933.T.2.1.S.E.3,208210,155611,158137,206200,92700,88021,0
933.T.2.1.H.E.4,206052,168986,174223,205505,109086,103628,0
933.T.1.3.S.E.5,175003,148899,151273,173991,94077,86676,0
933.T.1.3.S.E.1,192093,133834,142397,191392,108168,101807,0
933.T.1.2.S.E.5,196334,158365,165912,195506,96042,90017,0
933.T.1.2.S.E.2,189657,137135,145144,188522,94150,88814,0
933.T.1.2.H.E.4,218282,151613,162234,217378,112997,108567,0
933.T.1.1.S.E.5,239419,176768,186568,238282,129666,122139,0
933.T.1.1.S.E.4,180016,129454,138448,178750,89611,85020,0
933.T.1.1.H.E.3,223039,163669,168978,221852,110501,105122,0
933.N.3.3.S.E.5,200008,138426,147117,197888,88773,82706,0
933.N.3.3.H.E.1,152195,124966,125337,151722,89716,82894,0
933.N.3.2.S.E.4,221239,146137,162525,219165,97905,93012,0
933.N.3.2.S.E.3,190293,150514,157925,189313,97388,92471,0
933.N.3.1.S.E.3,94780,72818,72276,94310,51215,47873,0
933.N.3.1.H.E.2,226609,188803,191050,225872,135300,122829,0
933.N.2.3.S.E.5,191545,145143,151342,189252,89996,84774,0
933.N.2.3.S.E.4,195403,146692,152125,193516,94096,88783,0
933.N.2.3.S.E.3,127879,84002,89463,125293,48069,46330,0
933.N.2.3.S.E.2,222894,186355,187451,220314,115335,109884,0
933.N.2.2.S.E.1,196403,147103,149338,194982,94280,89189,0
933.N.2.2.H.E.4,185808,124987,146110,185260,100229,95023,0
933.N.2.2.H.E.2,235704,181592,186838,233685,113267,107181,0
933.N.2.2.H.E.1,192096,130487,133051,191194,100280,96920,0
933.N.2.1.S.E.3,233060,171846,179951,231074,112589,106459,0
933.N.2.1.S.E.2,197023,152523,155898,195791,99226,93225,0
933.N.2.1.H.E.1,204231,160543,163467,203500,106280,98760,0
933.N.1.3.S.E.3,223273,183078,186720,221917,111231,103101,0
940.CR.18.Fecal,45514,42836,43541,45126,27708,25749,0
940.CR.20.Fecal,48077,46755,46829,47909,34627,33181,0
940.CR.33.Fecal,49031,47462,47485,48904,32024,23738,0
940.CR.41.Fecal,111704,104731,106348,110747,70763,66157,0
940.CR.46.Fecal,124835,122230,122475,124464,89548,84586,0
940.CR.53.Fecal,42448,35733,35312,42044,28584,26703,0
940.P.01.Fecal,54196,48599,48798,53924,37747,35717,0
940.CR.34.Gill,26069,25068,25132,25890,18061,17301,0
940.RD.09.Gill,22259,20346,20432,22114,15969,14914,0
940.RD.26.Gill,23248,19826,20037,23023,16659,15526,0
940.CR.26.Oral,28534,26171,26679,28231,18977,17826,0
940.GH.07.Oral,23354,21496,21775,23081,15837,14561,0
940.RD.26.Oral,19999,18372,18862,19823,13159,12326,0
940.RD.28.Oral,36410,35109,35290,36089,25680,24190,0
940.CR.07.Ventral,64290,62045,62224,63915,42894,41040,0
940.CR.13.Ventral,24609,24290,24329,24546,17025,16343,0
940.CR.40.Ventral,22642,21107,21409,22362,16475,15463,0
940.RD.07.Ventral,52667,48587,49449,52166,33069,31578,0
940.RD.10.Ventral,19633,17726,17994,19451,14004,12624,0
940.RD.21.Ventral,67021,63146,64215,66473,44129,42232,0
940.CR.Water,98726,87204,88836,96630,52948,49718,0
940.GH.Water,59181,52101,52832,58067,28906,27258,0
940.RD.Water,87382,75604,76481,85744,41371,40076,0
945.P6.B1.lane2.NoIndex.L002,53185,50578,51229,53076,39652,38805,28191
945.P6.H7.lane2.NoIndex.L002,54225,28829,29606,53686,30375,30553,21890
945.P13.B3.lane5.NoIndex.L005,28086,26650,26939,27937,16126,15733,10428
945.P9.C9.lane3.NoIndex.L003,25362,18670,19821,24307,10968,10008,5339
945.P14.F9.lane3.NoIndex.L003,30661,28080,28360,30199,17823,14976,6936
945.P1.H12.lane2.NoIndex.L002,69997,54068,58339,69322,47454,47104,29181
945.P2.C11.lane2.NoIndex.L002,45823,35837,38787,45478,30590,30557,20652
945.P3.A9.lane2.NoIndex.L002,61320,55609,57276,61097,42563,42128,28638
945.P3.F2.lane2.NoIndex.L002,92581,72116,75221,91893,64047,62723,43747
945.P4.A10.lane2.NoIndex.L002,67311,48474,50051,66707,40521,40629,29797
945.P4.H5.lane2.NoIndex.L002,80648,71860,73173,80113,54952,54520,38811
945.P5.B10.lane2.NoIndex.L002,76724,63182,65938,76219,53794,52170,36845
958.N.28,13099,12809,12948,13043,9542,9411,7014
958.N.24,56111,51535,53475,55856,38005,37964,29514
958.N.23,86860,82059,82703,86551,64016,62922,48379
958.N.13,82235,78580,78922,81927,53843,54185,43035
958.N.12,83925,78636,79798,83530,59337,57955,45977
958.O.27,99586,91072,94876,99150,68637,67111,51761
958.O.26,95879,90063,91569,95510,65976,65368,49721
958.O.25,63856,60326,60800,63589,44297,41382,32370
958.O.24,77763,73135,74849,77503,52608,50690,39398
958.O.23,78181,74409,75002,77851,53723,52530,42549
958.O.22,65206,61644,62617,65003,51499,50631,39204
958.O.14,83146,79229,79966,82844,59181,56850,44502
958.O.13,78028,73466,74228,77568,54595,53247,41238
958.O.09,101387,93944,95998,100891,70845,69427,51311
958.O.08,101680,94500,95287,101293,75461,74452,50915
958.O.01,91366,86346,87221,90918,62817,61778,48183
963.Iguana.14.053010.BCO.vial.190,136803,115504,116455,135441,91891,84981,0
963.Iguana.50.060910.HPT.vial.207,89078,48021,49327,87238,61391,58475,0
963.Iguana.49.060910.HPT.vial.226,154156,97873,98736,152572,108147,103186,0
963.Iguana.39.060610.BCO.vial.243,115953,63540,65907,114747,82038,76590,0
963.Iguana.57.061710.BCO.vial.268,141688,129812,130002,139163,98625,94620,0
963.Iguana.A1.2.042011.LAB.vial.307,143402,119743,120345,141597,104668,95726,0
963.Iguana.221.061011.BOH.vial.914,137898,43643,44847,129272,60149,57578,0
990.KA3F.D.12,138312,99997,106550,136183,68418,70603,54602
990.KA3U.E.18,151536,113594,122383,149723,82861,85445,66451
990.KA3F.D.04,207314,145951,156484,203413,102679,105807,82245
990.KA3F.D.18,171868,121187,129295,167540,79319,82631,62773
1001.SKB2,19246,12706,13933,16858,8550,8619,6990
1001.SKB7,15213,12750,13297,14252,9368,9363,8066
1001.SKB8,16235,12713,13757,15326,10321,10093,8495
1001.SKB9,17607,13453,14417,16246,10074,9924,8362
1001.SKD3,23216,14194,15849,19699,9922,9891,7640
1001.SKD6,38676,25039,28107,34223,17307,17646,14889
1001.SKD7,17259,11930,13311,15578,9251,9091,7605
1001.SKD8,17411,12162,13254,15800,9544,9303,7368
1001.SKM7,30409,21163,23365,28187,17099,16916,13941
1001.SKM9,19093,14509,15441,17985,11359,11280,9591
1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00,29680,18687,20021,26038,14054,14063,11419
1030.TVF.2010.Loc2.D0.Rep3,184548,142411,146220,182692,89195,72828,0
1030.TVF.Control.Loc5.D0.Rep1,186613,147739,151825,184377,82923,65128,0
1030.TVF.Control.Loc5.D10.Rep2,161755,131453,135651,160433,86732,66768,0
1030.TVF.2004.Loc3.D10.Rep2,192794,144309,149560,188704,83015,65318,0
1031.HJDF2,166733,131574,137069,159914,66218,51154,0
1031.HJRA3,177661,141693,147726,170249,71386,55329,0
1031.HJDF.1,196874,162057,167957,189951,80983,63793,0
1033.Antarctic.soil.10A.2.1,586580,500198,513238,571510,301199,240875,0
1033.Antarctic.soil.4C.6.4,177609,162998,166731,175116,103518,82356,0
1033.Antarctic.soil.5C.1.7,229913,205630,212622,225350,125063,98519,0
1034.CHF7,92560,78681,81122,90976,48348,48182,0
1034.ZKD2,106926,91547,93398,105735,78743,74411,0
1034.ZKE4,35414,32276,32379,34348,24214,22633,0
1035.UQ223,115713,97261,98511,114712,68069,46377,0
1035.UQ302,134310,103674,106879,132057,70962,55900,0
1035.UQ405,172303,153204,155537,170113,90997,72210,0
1035.UQ866,306116,265015,277395,304321,167515,102409,0
1035.UQ888,115843,91874,94691,114785,60583,37779,0
1036.P.Ac.14.1.s.4.1.sequences,135953,111227,114944,134314,72679,53922,0
1036.B.Ac.14.1.s.4.1.sequences,210868,154757,162620,207683,95691,74502,0
1036.A.Ac.2.2.s.4.1.sequences.r,256454,203916,210713,250036,109040,87481,0
1037.IDF1.REF.ORG,178063,138997,143033,171800,66170,51999,0
1037.IDF2.OM2C0.ORG,216392,177607,182554,207791,76942,60345,0
1037.SBS1.OM2C0.ORG,144620,113262,116732,139557,56793,45732,0
1038.SP3,212943,151557,160919,203576,81853,61265,0
1038.DIRT14,165328,132012,138082,159755,68286,54482,0
1038.HR1,173154,142650,147566,165869,62924,47691,0
1039.I.Fundao.HB,243179,192044,195561,237853,110202,83848,0
1039.I.Fundao.SA,146809,98527,102486,141481,53994,41130,0
1039.I.Fundao.SB,161820,113129,117231,155924,58935,44598,0
1039.I.Fundao.SB.7.8,198116,155531,158534,193621,88180,66258,0
1039.L.Jacarepia.HB,187488,149562,152077,183767,86449,63728,0
1039.L.Jacarepia.SA,141212,85464,94901,132422,60771,45552,0
1039.L.Jacarepia.SB,213287,128787,141266,202333,90453,66403,0
1039.L.Jacarepia.SB.1.6,151728,117864,120606,148011,68208,53060,0
1039.L.Vermelha.HC,159523,125467,127820,155986,71932,53408,0
1039.L.Vermelha.SA,224859,150094,155875,212862,82572,58664,0
1039.L.Vermelha.SB,184320,123393,127682,173769,67662,47337,0
1039.L.Vermelha.SC.2.3,187770,153059,156367,183300,87603,66544,0
1039.P.Abraao.HA,422076,349710,354250,416612,205649,155154,0
1039.P.Abraao.SA.,122464,86008,90519,118788,51388,40226,0
1039.P.Abraao.SA.1.4,211887,170878,174918,206582,96509,73416,0
1039.P.Abraao.SB,137411,91094,94823,132053,49234,37483,0
1039.P.Dois.Rios.SA,180001,117031,123052,170858,57906,41632,0
1039.P.Dois.Rios.SA.1.7,250259,215017,219313,237317,112127,82083,0
1039.P.Dois.Rios.SB,162201,104687,109952,153553,52740,37710,0
1039.P.Massambaba.HA,211738,171678,174301,208284,99670,74797,0
1039.P.Massambaba.SA,152656,113047,118389,149925,66142,50853,0
1039.P.Massambaba.SA.1.4,176415,132587,136711,172329,89312,66769,0
1039.P.Massambaba.SB,167232,120370,125585,162512,64589,51908,0
1041.M028.5,122842,100806,102750,121650,89224,86837,62366
1041.M028.10,102431,86209,87555,101475,74234,72366,50672
1041.M041.100,49580,42467,43288,49246,37515,36517,23989
1041.M041.10m.off.bottom,58082,49304,51161,57585,44177,43342,28127
1041.S008.200,110506,88902,93882,109789,81988,80822,58366
1041.S008.2m.off.bottom,117090,88097,93514,115938,89941,88846,63422
1041.S008.10m.off.bottom,101388,75896,80347,100439,78116,77036,55176
1041.S019.5,119772,97392,101705,118801,87447,86557,61779
1041.S114.5,105644,86927,90093,104915,79111,78036,54967
1041.S114.150,123277,101363,105221,122260,90014,88979,64824
1041.S114.250,91567,75505,78788,90869,67312,66438,48659
1043.Tabonuco.20C.BC.TP1.03,422076,349710,354250,418160,205649,155154,0
1043.Hopland.20C.Wood.TP1.02,300342,255475,261000,294529,132284,97202,0
1043.Hopland.14C.Control.TP1.03,262982,224858,229569,257560,113895,83800,0
1056.Cho.hof.Atlan.1.1,26089,21371,21840,25013,17829,17705,12639
1056.Mel.urs.ino.SanDi.1,19043,17318,17597,18497,13608,13265,10851
1056.Myr.tri.Mont.1.1,17379,15947,16104,16679,12497,12299,9945
1056.Myr.tri.Mont.1.2,20465,16414,17032,19194,13118,13131,10479
1056.Myr.tri.Seat.21.04K01,14923,13383,13665,14324,10551,10494,5512
1056.Ory.afe.Cinci.1,24694,21696,21995,23441,15628,15888,12063
1056.Ory.afe.Colch.1,20593,18120,18576,19526,12655,12569,10287
1056.Pro.cri.Cinci.2,19537,17827,17941,18785,12847,13274,10460
1064.G.CV328,36000,30999,34933,35525,28310,27778,24388
1064.G.CV327,28015,24426,27001,27697,22569,22266,19627
1064.H.CV326,24108,23452,23505,23731,19875,19550,17205
1064.G.CV325,30529,25497,29393,30094,24585,24140,21068
1064.G.CV268,28764,25161,27292,28179,21539,21082,18450
1064.H.CV265,21510,19462,20807,21081,17102,16702,14455
1064.G.CV264,25080,22023,23932,24667,19161,18813,16643
1064.H.CV263,21638,19674,20076,20437,15896,15561,13501
1064.G.CV236,30233,28150,28821,29680,23825,23262,20260
1064.G.CV235,26140,24520,24905,25655,20067,19642,17191
1064.G.CV234,25373,24012,24297,24942,20659,20182,17607
1064.H.CV214,34590,32417,32553,33718,24413,23849,20493
1064.G.CV213,30693,27202,27690,29551,13898,13024,15094
1064.H.CV213,25764,22145,22638,24768,11752,11235,12767
1064.G.CV212,32863,29465,30118,31959,19388,18801,17206
1064.H.CV209,23533,19248,22612,23035,17678,17382,15523
1064.W.CV255,27607,26248,26258,26798,21409,20946,18336
1064.W.CV253,17101,12639,14081,14437,10764,10495,9195
1064.G.CV333,27254,24583,25783,26779,21012,20758,18452
1064.H.CV331,15967,13684,13979,14198,11463,11396,9850
1064.G.CV330,25164,23737,23777,24495,19539,19479,17067
1064.H.CV303,23815,22565,22758,23449,19683,19327,17055
1064.H.CV302,19575,15537,16182,16603,12601,12328,10757
1064.H.CV288,30715,27865,28695,29336,22704,21662,18020
1064.G.CJV231,24544,23773,23935,24196,20422,20053,17470
1064.G.CJV229,20664,20083,20209,20400,17078,16741,14529
1064.G.CJV228,17060,14037,14397,15164,11655,11433,9641
1064.W.CJV225,24828,22997,23794,24150,19686,19202,16402
1064.G.CJV203,29582,24959,28000,29020,22806,22335,19665
1064.G.CJV201,31929,26813,30156,31130,24306,23958,20659
1064.G.CJV198,27451,25163,26067,26907,20688,20357,16978
1064.H.CJV195,22066,18589,21130,21437,15826,15367,12915
1064.G.CJV194,22385,19881,20913,21699,15981,15505,13114
1064.G.CJV193,19566,16625,18618,19162,14682,14029,12165
1064.H.CJV189,15645,15381,15401,15464,12791,12516,10779
1064.G.GVR167,25593,25015,25052,25180,20895,20467,17205
1064.W.CJV184,25398,24763,24803,24914,20936,20488,17444
1064.H.CJV176,12787,12365,12495,12622,10673,10444,9100
1064.G.CJV174,19063,17857,17998,18628,14001,13415,11811
1064.H.CJV173,39770,36856,37549,38636,30478,29228,25066
1064.G.CJV172,22542,21094,21161,21851,16546,15774,12961
1064.H.CJV172,20180,19626,19676,19843,16071,15824,13764
1064.G.CJV171,15458,14246,14580,14947,11542,11084,9028
1064.G.CJV207,24274,23042,23123,23854,19424,19030,16393
1064.G.CV316,28510,23853,24355,27905,22087,21660,19397
1064.G.CV315,23233,19405,19688,21691,15747,15094,12613
1064.G.CV314,28082,26058,26272,27624,21206,20733,18970
1064.H.CV313,24733,13058,17885,23559,17633,17336,13959
1064.G.CV294,23090,21119,21842,22613,17084,16788,15160
1064.G.CV293,15454,14616,14624,15223,11911,11731,10236
1064.G.CV286,24595,23488,23653,24293,19971,19606,16799
1064.G.CV285,24366,23039,23325,23882,19116,18303,15945
1064.G.CV283,26362,24466,24904,25853,19905,19552,17118
1064.H.CV242,15132,13369,13374,13831,10875,10551,9036
1064.W.CV272,24621,23018,23291,24142,17920,17516,14864
1064.W.CV279,16197,15190,15810,15983,13402,13042,11018
1064.G.CV73,27690,24840,26383,27219,21129,20778,17228
1064.G.CV47,23902,20755,22851,23462,18471,17682,15080
1064.G.CV43,21454,18389,20504,20941,16823,16373,13738
1064.G.CV26,25538,22105,24189,24913,19157,18285,15727
1064.G.CV11,28803,25384,26879,28213,21251,20623,17541
1064.G.CV344,23384,19528,22150,22861,17729,17548,15119
1064.G.CV343,24759,21839,23664,24372,19235,19079,16794
1064.G.CV342,26576,22546,25475,26178,20709,20531,18024
1064.G.CV340,26803,24765,25339,26344,21808,21425,19022
1064.G.CV318,25564,23260,24064,24794,19642,18902,15989
1064.G.CV06,23982,22840,22833,23416,19418,18928,15948
1064.G.CV05,25834,25040,25111,25358,20466,20075,16922
1064.G.CV02,27879,26817,26889,27319,21839,21277,16717
1064.G.CV01,22652,21372,21448,22084,15750,15186,13077
1064.G.CV93,17611,15357,16608,17026,13349,12349,10313
1064.W.CV133,21763,19836,20363,21384,16969,16558,14709
1064.W.CV130,25864,24385,24623,25436,20738,20741,17960
1064.W.CV129,24738,22692,23859,24290,19107,18825,16964
1064.W.CV125,20967,19529,20222,20604,16157,16046,13906
1064.W.CV123,28306,25865,25829,26538,20016,19588,16894
1197.SE.20100928.GY.LBNL05.BC.101.a,157585,117751,121159,154921,62520,51916,0
1197.SE.20100928.GY.NF.009.BC.097,262206,192938,199742,257679,96523,80680,0
1197.SE.20100928.GY.NF008.BC.093.a,211050,157002,161445,207762,83765,70197,0
1197.SE.20101001.GY.ALTNF001.BC.139,249396,184840,191536,245034,109483,90779,0
1197.SE.20101001.GY.ALTNF001.BC.139.a,351410,273488,282437,346893,169576,142783,0
1197.SE.20101008.GY.LBNL11.BC.186,152136,106266,111640,148811,49425,38194,0
1197.SE.20101009.GY.D019S.BC.217,197179,136126,143283,192556,67091,50440,0
1197.SE.20101012.GY.D008S.BC.253,243611,167333,176413,237185,77214,58113,0
1197.SE.20101013.GY.FFMT2.BC.273,244696,168196,175048,236420,72265,56351,0
1197.SE.20101017.GY.D044S.BC.366.a,289404,213881,220323,284415,109485,92039,0
1197.SE.20101018.GY.D004S.BC.386,324978,222418,234281,316567,98634,74947,0
1197.SE.20101019.GY.LBNL14.BC.406.a,296203,214056,221042,290516,106840,88473,0
1197.SE.20101019.GY.LBNL4.BC.425,324554,242127,249061,319396,124652,104938,0
1197.SE.20101019.GY.LBNL8.BC.444.a,127518,95606,97348,126151,58993,47664,0
