wyo_leaf_FPsc_02_052,wyo_leaf_FPsc_02_064,wyo_leaf_FPsc_02_065,wyo_leaf_FPsc_04_141,wyo_leaf_FPsc_04_170,wyo_leaf_FPsc_04_174,wyo_leaf_FPsc_05_178,wyo_leaf_FPsc_05_181,wyo_leaf_FPsc_05_218,wyo_leaf_FPsc_07_272,wyo_leaf_FPsc_07_292,wyo_leaf_FPsc_07_296,wyo_leaf_FPsc_10_399,wyo_leaf_FPsc_10_428,wyo_leaf_FPsc_10_435,wyo_leaf_FPsc_12_508,wyo_leaf_FPsc_12_517,wyo_leaf_FPsc_12_523,wyo_leaf_R500_02_055,wyo_leaf_R500_02_059,wyo_leaf_R500_02_082,wyo_leaf_R500_04_153,wyo_leaf_R500_04_154,wyo_leaf_R500_04_162,wyo_leaf_R500_05_179,wyo_leaf_R500_05_202,wyo_leaf_R500_05_213,wyo_leaf_R500_07_266,wyo_leaf_R500_07_269,wyo_leaf_R500_07_278,wyo_leaf_R500_10_406,wyo_leaf_R500_10_424,wyo_leaf_R500_10_432,wyo_leaf_R500_12_485,wyo_leaf_R500_12_504,wyo_leaf_R500_12_513
1.381974221,0.324098503,0.104826972,0,0,0.145492225,0.149405632,0,0.603602948,0.139263959,0.148906049,0.90831283,0.157520101,0.415457599,0.145077866,0,0,0.726673688,0.132204612,0.864838077,0.283566527,0.585721623,0,0.148939809,0.720491394,0.663446374,0.633183761,0.230585425,0.387334875,0.383323796,1.678758371,0.115880224,0.370317564,0.218934374,0.253813438,0.575022659
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.527896883,7.454265571,4.297905845,4.68555861,3.268873621,4.364766737,5.079791484,5.51569393,6.941433903,3.899390861,6.849678257,5.60126245,11.18392714,10.10946825,4.932647446,3.360428478,4.954179494,4.360042125,122.0248566,117.0414197,151.708092,118.1693374,120.4103275,54.66090977,96.83404336,144.2332418,88.13917946,102.0340506,79.0163144,100.1752853,100.9653249,110.5497339,85.17303974,76.29862939,64.84933332,93.95870255
0,0,0,0,0,0,0,0,0,0.139263959,0,0,0,0,0,0.168021424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230009064
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.291845325,7.454265571,9.11994655,10.66368511,7.681853009,10.32994794,8.665526649,10.08584033,9.959448643,7.241725884,11.46576578,6.963731694,9.13616583,10.80189758,6.818659705,6.720856955,8.407092474,4.796046338,3.569524517,5.33316814,6.947379913,3.514329735,3.450858926,4.31925445,5.475734595,5.042192445,6.965021366,3.343488663,4.102521879,7.666475917,7.554412671,5.446370537,6.29539859,3.552286848,3.553388127,5.750226594
33.93514476,29.65501303,31.8225335,36.35347198,33.99628566,45.24808184,35.47337918,34.51248488,31.99095625,38.78919059,40.70004367,47.53503809,36.85970352,37.34119054,32.497442,50.74247001,44.58761544,46.91143724,79.70245868,45.11571967,59.12362089,69.09757981,51.63963893,66.70239541,62.82684956,44.31821781,58.84771879,62.37335748,68.55827279,61.45958194,59.47601087,61.7641595,49.71414547,54.95252791,69.39640106,42.66668133
0.307105382,0.486147755,0.628961831,0.161570987,0,0.436476674,0.747028159,0.630365021,0,0,0.148906049,0,0,0.415457599,0.145077866,0,0,0,0.132204612,0.720698397,1.417832635,0.292860811,0.369734885,0.595759235,0.144098279,0.398067825,1.519641025,0.46117085,0.645558124,0.638872993,0.479645249,0,0.987513504,1.094671871,0.380720157,0.230009064
83.68621671,79.72823176,88.68361818,80.46235131,98.22965231,82.20310688,86.20704959,89.98460669,78.61928398,95.95286796,87.1100387,85.68417694,79.39013067,84.1994068,76.89126901,84.68279764,85.42206461,89.09019409,78.13292553,65.43941448,72.45124766,78.77955823,56.44619243,93.38526001,76.66028432,66.74270526,65.72447434,69.63679837,79.40364928,84.97010808,70.26802897,63.85000353,66.0399656,76.84596533,76.01712458,73.947914
0,0,0,0,0.163443681,0,0,0,0,0,0.148906049,0,0,0,0,0,0,0,0,0,0.141783264,0,0,0,0,0.132689275,0,0.230585425,0,0.127774599,0.119911312,0.231760448,0.246878376,0.109467187,0,0
63.78624859,56.76407027,49.96483269,50.14743338,54.37722235,55.62764264,57.23386124,57.1213143,58.81974918,52.9583236,65.34325026,46.80384626,38.7011135,51.97471508,58.37556128,44.05168889,55.46939564,55.61073862,38.38878193,44.36215743,35.2796459,44.23603982,36.28738379,53.78127126,38.53562631,36.22005867,51.34031222,54.86445841,42.03693749,40.05324788,39.75095974,38.26608351,46.25760132,45.76374276,44.44730158,37.60406683
59.27133881,75.51495122,62.68652916,66.56724646,54.59018947,53.97761532,54.98127253,61.145407,46.77922847,47.2104822,51.22368087,43.7504013,40.79770604,47.77762393,56.58036776,29.5717706,50.8929348,17.00416429,17.9798272,25.51272326,20.55857321,41.5862352,21.93760317,35.44767445,33.57489896,16.45347009,7.598205126,8.301075302,34.47280383,28.23818629,9.832727604,9.849819057,18.39243902,4.707089044,19.03600783,10.69542147
2.456843059,3.240985031,3.459290071,3.716132691,4.249535707,4.073782288,3.137518269,2.836642593,4.828823584,4.317182738,2.382496785,5.449876978,3.938002513,2.077287997,2.901557321,6.216792684,3.903292935,6.540063188,6.081412139,5.47730782,5.245980751,6.150077037,8.750392277,4.468194259,5.187538037,4.511435346,5.698653845,5.303464776,3.356902246,3.833237959,4.196895928,5.098729865,3.703175641,6.568031225,4.949362035,5.060199403
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146430406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153552691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720698397,0.141783264,0.146430406,0.246489923,0.297879617,0,0.132689275,1.266367521,0.345878138,0.25822325,0,0.119911312,0.347640673,0.123439188,0.109467187,0.253813438,0.115004532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.06999249,74.55821244,78.49129171,64.67525021,76.97641669,68.78013974,77.04235873,91.10744438,81.64333475,69.15444354,74.53804988,66.81216127,74.8992326,78.00271822,73.37298568,72.36178662,65.3612407,68.02363322,69.63177238,62.8294773,72.91884887,74.49075808,53.60860044,57.32514506,69.55768016,73.50733719,70.73928973,71.69765561,67.64868139,78.9408081,86.15999509,66.31929523,71.34859132,56.4428142,60.82144098,62.27230891
15.04816374,21.55255046,23.79572261,24.23564798,23.53589007,18.76849697,21.21559973,21.11722819,15.99547812,19.35769034,17.71981984,22.70782074,12.44408794,18.83407784,23.9378479,19.82652802,22.06861775,11.04544005,26.30871773,28.82793589,24.1031548,34.11828451,20.45866363,33.66039675,33.43080068,27.997437,16.84268803,16.94802874,35.11836196,31.43255126,16.06811584,18.6567161,27.40349974,12.04139058,35.40697455,20.35580214
2.303290368,3.240985031,2.725501268,2.758517611,2.615098897,2.327875593,2.091678846,3.939781379,4.979724321,3.203071064,3.424839128,2.724938489,4.107651661,4.29306186,3.481868785,1.848235663,4.954179494,1.615933346,1.189841506,0.432419038,0.425349791,0.585721623,0.618725448,0.446819426,0.576393115,0.26537855,0.761821373,1.152927125,0.387334875,1.024805946,0.479645249,0.581367608,0.493756752,0,0.634533594,0.576904134
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.78922209,29.16886528,33.02049613,34.88753842,30.23708099,32.15378163,35.85735165,45.70146399,52.96615869,48.18532992,38.26885461,36.63528413,49.13414232,44.1769914,35.68915505,28.73166348,42.48584233,25.56161897,41.64445269,32.43142788,39.84109705,37.63261425,29.82281582,36.49025311,35.01588175,34.63190074,47.3601191,27.43966558,32.92346433,49.06289038,38.85126517,33.60329505,32.46450645,26.05319052,34.3917208,34.61452402
37.92751473,35.00263833,35.01220859,33.44519422,33.96702924,38.66805049,41.22923114,33.40934609,42.09210068,39.68716459,33.20604894,40.85136952,38.08111438,38.08361327,40.18004039,45.19776302,36.78102958,46.36178126,82.13594897,76.37168846,78.64887768,93.71179885,92.54254653,63.40308077,86.87252934,89.80715309,83.41676834,67.40046562,80.91929064,83.93768933,76.25064416,73.32634063,76.62253063,59.46925352,78.78343724,73.80910353
15.35526912,17.01517141,19.07850888,16.15709866,16.18092442,14.98569913,11.95245055,15.75912551,11.31755528,14.62271573,16.82638354,16.34963093,13.38920854,13.15615731,13.49224154,19.32246375,13.96177857,14.38813901,15.86455341,14.84638698,13.18584351,19.18238314,19.47270394,16.23443914,13.11294337,11.67665619,13.04358547,12.22102753,18.59207398,13.03300906,13.43006697,14.8326687,15.55333769,12.58872651,15.60952642,9.890389742
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.104826972,0.323141973,0.163443681,0.145492225,0,0,0.150900737,0,0,0.151385472,0,0.138485866,0,0.168021424,0,0,0.132204612,0,0.283566527,0.585721623,0.369734885,0.297879617,0.144098279,0.398067825,0.253273504,0.691756275,0.129111625,0.255549197,0.119911312,0.115880224,0,0.218934374,0.126906719,0.115004532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288279359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.4945139,108.897097,113.7372644,105.8289962,113.4299146,113.4839352,118.3292604,114.0960687,99.59448643,116.5639339,97.68236818,128.6776509,101.4429447,94.17038919,100.8291169,108.7098613,136.6152527,82.25946143,87.9160668,83.45687441,67.91418323,108.651361,91.32451658,87.27872786,111.8202644,88.50374635,39.89057691,37.35483886,121.6231506,97.74756794,57.7972525,59.67831546,95.66537073,20.90823273,123.4802374,62.33245628
1.842632294,2.268689522,1.782058521,0.807854933,0.653774724,1.309430021,1.643461951,0.787956276,0.452702211,0.835583756,1.191248392,2.422167546,0.630080402,1.523344531,1.595856527,0.840107119,0.750633257,0.145334738,1.189841506,1.729676154,0.425349791,0.292860811,0.492979847,0.446819426,0.864589673,0.796135649,0.886457265,0.230585425,0.774669749,0.511098394,1.07920181,1.042922018,0.987513504,0.109467187,0.380720157,0.345013596
1.074868838,0.972295509,1.572404578,7.270694395,3.10542994,1.163937797,1.792867583,1.260730041,0.452702211,0.417791878,5.807335913,2.422167546,1.732721106,3.046689062,3.626946651,1.008128543,1.951646467,1.1626779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.531711898,3.078935779,4.926867677,2.100422825,3.595760983,4.801243411,4.844731603,5.51569393,5.130625058,3.620862942,5.956241962,2.724938489,8.97864573,7.339750922,3.090782382,3.6068655,7.506332566,3.924037913,8.284562333,3.315212628,11.43487692,5.163033602,5.792513197,8.340629283,4.755243201,4.776813896,5.065470084,7.955197165,6.584692867,7.794250516,6.95485611,7.763975021,6.665716154,8.866842153,8.122030005,7.820308168
6.175751043,3.823357631,6.058810284,7.034897697,9.583830781,10.87094623,4.892885038,5.363145595,3.74064819,7.622111462,4.515307907,4.962657976,9.063423048,5.699219651,6.928817328,8.057383371,6.243362087,10.60020708,7.138916829,6.662308952,10.06661171,2.984866675,6.487565483,21.14945283,8.304282939,6.050272674,4.371462692,5.072879351,8.905745458,10.47751709,6.115476924,8.922777263,11.75764438,6.535530417,10.70290657,10.25754171
0.921316147,0.648197006,1.15309669,1.292567892,1.797880491,1.309430021,0.747028159,0.787956276,0.754503685,0.139263959,1.340154441,1.816625659,0.157520101,0.692429332,1.305700795,1.512192815,0.900759908,0.872008425,3.966138352,3.459352307,2.835665271,3.660760141,4.436818619,5.510772919,4.034751807,2.123028398,1.772914529,2.421146963,3.615125496,3.322139564,2.877871494,2.20172426,2.715662137,4.707089044,3.807201565,3.105122361
0.307105382,0.810246258,0.209653944,0.161570987,0.163443681,0.727461123,0.448216896,0.157591255,0.301801474,0.417791878,0,0.454156415,0.787600503,0.415457599,0.435233598,0.168021424,0.300253303,1.017343163,1.322046117,1.873815833,0.708916318,0.878582434,1.47893954,0.744699043,1.440982788,0.796135649,1.646277777,1.498805263,2.453120872,1.022196789,1.199113122,0.811161569,1.728148632,0.547335935,1.395973907,1.035040787
